Name	Id
Kai-Wei Chang	19090
Kai-Yang Chiang	25695
Kai-yang Chiang	27607
Kaibo Liu	32831
Kaidi Zhao	18810
Kaifeng Xu	13384
Kaiji Chen	24355
Kailash Budhathoki	20039
Kailash Narayanan	1766
Kailash Sethuraman	21061
Kailong Chen	29670
Kailun Hu	7733
Kaipeng Liu	36705
Kaiping Zheng	27069
Kaippallimalil J. Jacob	1176
Kaiqi Zhao	6573
Kais Allab	21452
Kaisar Imam	35362
Kaisong Song	31499
Kaixiang Lin	21071
Kaixiang Mo	27884
Kaixin Xu	1522
Kaixuan Zhang	26338
Kaiyu Feng	4867
Kaiyuan Wu	21615
Kaizheng Du	8180
Kaizhong Zhang	10997
Kaizhu Huang	14736
Kaja Zupanc	22075
Kajal T. Claypool	2448
Kajan Kanagaratnam	11410
Kajsa Anderson	34543
Kakali Sarkar	3371
Kaladhar Voruganti	342
Kaleb Alway	11998
Kalervo Jauml;rvelin	865
Kalika Bali	31098
Kalin Kanov	24204
Kalina Bontcheva	34454
Kalina Yacef	19063
Kalle Ilves	29196
Kalle Korpiaho	19447
Kalpathi R. Subramanian	5458
Kalvero Jauml;rvelin	30659
Kalyan Beemanapalli	26858
Kalyan S	10558
Kalyan Veeramachaneni	22687
Kam Swee Ng	36509
Kam-Fai Wong	4706
Kam-Lam Chan	6080
Kam-yiu Lam	63
Kamakshi Lakshminarayan	28765
Kamal Ali	25364
Kamal Gupta	13943
Kamal Hakimzadeh	16880
Kamal Kc	16599
Kamal Mehta	35263
Kamal Nigam	19656
Kamal Zellag	2957
Kamalakar Karlapalem	1510
Kamalika Chaudhuri	11352
Kamalika Das	3350
Kambiz Ghazinour	23857
Kamel Smaiuml;li	20607
Kamelia Aryafar	26741
Kamer Kaya	32597
Kamesh Madduri	36374
Kamesh Munagala	2431
Kamil Bajda-Pawlikowski	14238
Kamil Saraccedil;	34587
Kamin Whitehouse	28394
Kamran Parsaye	7090
Kamran Parsaye-Ghomi	13087
Kan Hu	14531
Kan Luo	30508
Kan Ren	14732
Kan Shao	22461
Kan Xu	31781
Kana Matsumura	18978
Kanad Dixit	6591
Kanad Ghose	23370
Kanagasabai Rajaraman	20060
Kaname Amano	8356
Kaname Harumoto	9682
Kanat Tangwongsan	5961
Kanchana Padmanabhan	18484
Kang G. Shin	34765
Kang Li	5928
Kang Liu 0001	33454
Kang Peng	21572
Kang Xie	17905
Kang Zhang	11775
Kang-Kwong Luke	3736
Kang-Won Lee	10214
KangSeuk Kim	35806
Kangfei Zhao	12151
Kangheng Wu	3906
Kangmiao Liu	30851
Kangnyeon Kim	13601
Kangsheng Zeng	8871
Kangsoo Jung	10783
Kangyang Wang	21397
Kanika Agarwal	30501
Kanika Narang	26553
Kanishka Bhaduri	3349
Kanit Wongsuphasawat	11141
Kankan Zhao	10696
Kanna Rajan	8278
Kannan Govindarajan	25090
Kannan Muthukkaruppan	11716
Kannan Rajkumar	35639
Kannan Srinathan	20973
Kanoksri Sarinnapakorn	22809
Kanthi Nagaraj	8523
Kanwalpreet Sandhu	27180
Kanwei Li	23858
Kaoru Hiramatsu	32160
Kaoru Katayama	10144
Kaoru Maeda	35566
Kaouthar Blibech	23390
Kaouthar Blibech Sinaoui	27789
Kapali P. Eswaran	15740
Kapil Bhudhia	3925
Kapil Surlaker	7536
Kapil Thadani	15505
Kar Wai Lim	32252
Kara Greenfield	6887
Karam Abdulahhad	30034
Karam Gouda	7912
Karan K. Budhraja	20228
Karan Kumar Budhraja	18746
Karan Vahi	1997
Karane Vieira	36286
Kareem Darwish	31438
Kareem El Gebaly	10302
Kareem S. Aggour	25846
Kareem Tarek	5118
Karel Youssefi	11349
Karen Botnich	1446
Karen Brannon	12677
Karen C. Davis	8593
Karen Church	35087
Karen E. Blackmon	26636
Karen E. Lochbaum	4581
Karen Espana	20270
Karen Hovsepian	20056
Karen L. Murphy	23945
Karen Lee	23237
Karen M. Daniels	32758
Karen Pinel-Sauvagnat	4390
Karen R. Sollins	13152
Karen Sauvagnat	35809
Karen Schuchardt	22401
Karen Sebold	34149
Karen Shiells	36805
Karen Sparck Jones	4203
Karen Walzer	35878
Karen Ward	13327
Karen Works	5214
Kari Alho	11379
Kari Vasko	18384
Kari Visala	31015
Kari-Jouko Rauml;ihauml;	7187
Karim Baiuml;na	16608
Karim Filali	30909
Karim Hussein	14514
Karim Ibrahim	13573
Karin Ammersbach	32134
Karin Friberg Heppin	4712
Karin Kailing	6124
Karin Koogan Breitman	34720
Karin M. Verspoor	35533
Karin Murthy	26538
Karin Verspoor	30757
Karin Zimmermann	16888
Karine Cleacute;ment	3297
Karine Reis Ferreira	7019
Karine Zeitouni	3248
Karing;re Moslash;lbak	32099
Karl Aberer	519
Karl Denninghoff	16332
Karl Dias	5372
Karl Gyllstrom	30565
Karl Hahn	24429
Karl J. Cama	34024
Karl J. Lieberherr	8521
Karl M. Lew	6238
Karl Schnaitter	1846
Karl Schultz	28898
Karl Strohmaier	19907
Karl Tuyls	15841
Karl W. Schulz	1554
Karl-Heinz Dreckmann	16762
Karla L. Caballero Barajas	27790
Karla L. Caballero Espinosa	30166
Karlheinz Allgeyer	10414
Karlton Sequeira	21828
Karol Kurach	28402
Karol Pak	33583
Karolina Buchner	14963
Karrie G. Karahalios	36585
Karrie Karahalios	29981
Karsten Draba	15715
Karsten Klein	8655
Karsten M. Borgwardt	13995
Karsten Schmidt 0002	5001
Karsten Schwan	1500
Karsten Steinhaeuser	3926
Karsten Winkler	18511
Karthick Krishnamoorthy	13412
Karthik Ganesan Pillai	19412
Karthik Gomadam	5927
Karthik K. Padthe	18584
Karthik Kalyanaraman	14989
Karthik Raghunathan	30462
Karthik Ramachandra 0002	6072
Karthik Raman	31898
Karthik Raman 0001	25508
Karthik Raman 0002	32369
Karthik Ramani	8078
Karthik Ramasamy	5791
Karthik Ranganathan	11719
Karthik Sankaranarayanan	36792
Karthik Subbian	14882
Karthik Tunga	7453
Karthik Visweswariah	25158
Karthikeyan Natesan Ramamurthy	17609
Karthikeyan Ramasamy	10508
Karthikeyan Shanmugam	25495
Karthikeyan Umapathy	36730
Kartik Kulkarni	6815
Kartik Talamadupula	34644
Kartik Venkatraman	8514
Kartikay Khandelwal	6301
Kartikay Nagal	10800
Karuturi R. Krishna Murthy	22289
Kary A. C. S. Ocantilde;a	13111
Kashif Siddiqui	8940
Kashyap Dixit	34064
Kashyap Popat	32558
Kasim Selccedil;uk Candan	33929
Kaspar Beelen	30188
Kasper Grud Skat Madsen	8897
Kasper Hornbaelig;k	36522
Kasper Mullesgaard	24014
Kasthuri Jayarajah	36516
Kasturi Bhattacharjee	21644
Katarzyna Musial	3481
Katarzyna Smaga	11899
Katayoun Farrahi	31027
Kate Ehrlich	29469
Kate Fernie	4239
Kate Hollenbach	3152
Kate McArdle	29184
Kate McDevitt	31594
Kate Smith-Miles	19148
Katerina Doka	11505
Katerina Fotiadou	25107
Katerina Gkirtzou	35740
Katerina Iatropoulou	34901
Katerina Lepenioti	6999
Katerina Papaioannou	10877
Katerina Perdikuri	34939
Katerina Pramatari	7590
Katerina Stamou	35303
Katerina Tzompanaki	25014
Katerine Diacute;az-Chito	19140
Kateryna Tymoshenko	34468
Katharina Gruuml;n	10095
Katharina Morik	21447
Katharina Probst	4001
Katharina Rausch	36000
Katharina Reinecke	15524
Katherine A. Heller	23381
Katherine Ellis	14747
Katherine F. Moore-Smith	11044
Katherine G. Herbert	1221
Katherine J. Hollenbach	16586
Katherine Redfield Chan	22553
Kathleen A. Wagner	953
Kathleen F. McCoy	30812
Kathleen Fisher	12423
Kathleen Griffiths	34217
Kathleen Hornsby	1384
Kathleen M. Carley	3656
Kathleen Marchal	20582
Kathleen McKeown	29829
Kathleen Snyder	36107
Kathleen T. Durant	27793
Kathleen Tsoukalas	24414
Kathrin Bujna	20984
Kathrin Knautz	30477
Kathrin Mao	36093
Kathryn B. Laskey	32543
Kathryn Bates Hill	705
Kathryn Britton	10735
Kathryn Dempsey	19199
Kathryn L. Schenk	12847
Kathryn Mazaitis	35137
Kathryn S. McKinley	1892
Kathryn Schmitt	27717
Kathy Brennan	32431
Kathy Lee	17210
Kathy Lee Simunich	13403
Kathy Ryall	31972
Kathy Zeidenstein	150
Katia Abbaci	8096
Katia Kermanidis	22864
Katia Obraczka	32152
Katia P. Sycara	1949
Katia Papakonstantinopoulou	33667
Katia Vila	24889
Katica Dimitrova	11201
Katja Filippova	30146
Katja Hofmann	4526
Katja Hose	2893
Katja Losemann	23787
Katja Markert	34745
Katja Mayer	36146
Katja Niemann	28331
Katja Seidler	24450
Katja Tham	16846
Katrin Braunschweig	34222
Katrin E. Bednarek	19587
Katrin Eisenreich	7547
Katrin Haegler	9936
Katrin Kirchhoff	30045
Katrin Ullrich	23407
Katrina Fenlon	29865
Katsiaryna Mirylenka	2778
Katsuhiko Ishiguro	19468
Katsuhiko Takabayashi	22430
Katsuhiro Tomiyama	33612
Katsuhito Sudoh	34520
Katsuji Bessho	32336
Katsumi Homma	23085
Katsumi Kanasaki	35567
Katsumi Nitta	20990
Katsumi Takahashi	16528
Katsumi Tanaka	1966
Katsumi Teranaka	16643
Katsunobu Itou	5010
Katsunori Yamaoka	7304
Katsushi Matsuda	34505
Katsutoshi Ohtsuki	32335
Katsutoshi Yada	19334
Katsuya Hakozaki	15727
Katsuya Masuda	34571
Katsuyuki Sawai	5542
Katsuyuki Yamazaki	28772
Katunobu Itou	8241
Katy Bouml;rner	4450
Katya Pelekhov	35384
Kaushal Paneri	19791
Kaushal Sanghai	27203
Kaushik Chakrabarti	3106
Kaushik Dutta	2348
Kaushik Sinha	26363
Kaustav Das	26125
Kaustubh Beedkar	11972
Kaustubh Deshmukh	12435
Kaustuv	28068
Kautul Mehta	14342
Kave Eshghi	8853
Kavita Ganesan	35938
Kavitha Srinivas	941
Kawamae Noriaki	21364
Kay Munro	31223
KayLiang Ong	11295
Kayhan Dursun	12997
Kayo Ide	26372
Kayo Kawamoto	18174
Kayvan Tirdad	28990
Kazem Taghva	29440
Kazi A. Zaman	11116
Kazi Ashik Islam	24191
Kazimierz Subieta	991
Kazuaki Kishida	4407
Kazuaki Ueda	8353
Kazufumi Watanabe	36059
Kazuhiko Kato	5878
Kazuhiko Mogi	12757
Kazuhiko Niimi	30277
Kazuhiko Oomachi	16792
Kazuhiko Ushio	13300
Kazuhiro Satoh	16789
Kazuhiro Seki	15211
Kazuhiro Suwa	19146
Kazuhiro Yoshida	33354
Kazuhisa Makino	14084
Kazuhito Kobayashi	7004
Kazuki Fujikawa	37122
Kazuki Taniguchi	20247
Kazuko Kuriyama	4479
Kazumasa Yamamoto	7395
Kazumi Kubota	8235
Kazumi Kuriyama-Matsumura	5651
Kazumi Saito	19713
Kazumitsu Yagi	10440
Kazunari Nawa	35428
Kazunari Sugiyama	29582
Kazunori Matsumoto	22881
Kazunori Ohmura	32198
Kazunori Okada	28272
Kazunori Sunako	6947
Kazunori Yamaguchi	34700
Kazuo Aoyama	27986
Kazuo Goda	5975
Kazuo Hara	31762
Kazuo Hashimoto	29369
Kazuo J. Ezawa	27720
Kazuo Kunieda	19379
Kazuo Machida	19045
Kazuo Sugihara	9759
Kazuo Sumita	29329
Kazushi Ikeda	15310
Kazutaka Furuse	22435
Kazutaka Ogihara	36669
Kazuto Kubota	26773
Kazuto Yamashita	26514
Kazuto Yamazaki	10258
Kazutoshi Shinoda	30282
Kazutoshi Sumiya	9016
Kazutoshi Umemoto	31427
Kazuya Nakagawa	25479
Kazuya Takeda	5011
Kazuyo Narita	9029
Kazuyuki Shimazu	12448
Ke Chen 0005	6744
Ke Deng	2308
Ke Eddie Xie	14660
Ke Li	22271
Ke Qiu	16745
Ke Shen	10896
Ke Sun 0007	36589
Ke Tang	7851
Ke Wang	5298
Ke Wang 0001	6791
Ke Wang 0004	18137
Ke Wu	6378
Ke Xiao	8746
Ke Xu	10384
Ke Yang	6901
Ke Yi	686
Ke Zhai 0001	31310
Ke Zhang	25907
Ke Zhou	14808
Ke Zhu	4983
Ke-Jia Chen	21238
Ke-Thia Yao	20205
Keat Keong Phang	31060
Kecia L. Addison	28082
Kedar Bellare	28521
Kedar Dhamdhere	9691
Kedong Liu	12085
Kee Kiat Koo	4809
Kee Siong Ng	17633
Kee Yuan Ngiam	27070
Kee-Wook Rim	35912
Keeheon Lee	33981
Keehwan Park	21258
Keejun Han	35596
Keeley Erhardt	11512
Keerthiram Murugesan	33300
Kefeng Deng	32007
Keh-Chang Guh	6839
Keh-Feng Lin	35528
Keh-Shin F. Cheng	34378
Kehan Gao	21980
Kehong Wang	35051
Kei Kobayashi	31764
Kei Shiu Ho	37004
Kei Yuasa	25091
Keigo Kimura	19729
Keigo Nakatani	5159
Keigo Yoshida	19042
Keiichi Nakata	21183
Keiichi Tamura	10566
Keiichiro Hoashi	29351
Keiji Kojima	6675
Keiji Oenoki	14387
Keiji Yamada	19380
Keiko Shimazu	27394
Keir Edward Lewis	17785
Keishi Tajima	7700
Keisuke Goto	24958
Keisuke Inoue	32840
Keisuke Ishibashi	7271
Keisuke Nakano	7132
Keisuke Okamoto	35427
Keita Del Valle Wangari	29785
Keita Mori	23251
Keita Xagawa	13992
Keith B. Frikken	9969
Keith B. Hall	30147
Keith C. C. Chan	18420
Keith E. Williamson	16831
Keith Hatchard	34812
Keith Henderson	15347
Keith Irwin	15913
Keith Ito	11185
Keith Kowalczykowski	14585
Keith L. Doty	6986
Keith L. Johnson	13461
Keith L. Kelley	8165
Keith Marsolo	17860
Keith McDonald	6997
Keith McKay	12990
Keith Noto	22570
Keith R. Bisset	28289
Keith Spicer	24082
Keith T. Mason	10327
Keith W. Kintigh	13377
Keith Waclena	30060
Keith Wagner	22738
Keith van Rijsbergen	4304
Keivan Alizadeh	28002
Keivan Kianmehr	9581
Keizo Oyama	4433
Keizo Sato	30140
Kejun Huang	23246
Kejun Zhao	34180
Kejun Zhu	21920
Keke Cai	15526
Keke Chen	2826
Keki B. Irani	13097
Keli Xiao	17695
Keli Zhang	26608
Kelli de Faria Cordeiro	24187
Kelly A. Lyons	13163
Kelly Ann Marshall	30691
Kelly Ireland	12966
Kelly Lam	6649
Kelly Palmer	28788
Kelly Ryan	26383
Kelly W. Cartron	5718
Kelly Y. Itakura	30203
Kelsey Suyehira	35172
Kelvin Kam Wing Chu	23535
Kelvin Kwok-Wai Law	3189
Kelvin Luu	26798
Kelvin O. Lim	32938
Kelvin Sim	8185
Kelvin T. Leung	8653
Kemafor Anyanwu	1631
Kemal Altintas	11027
Kemal Oflazer	17051
Ken Barker	5128
Ken C. K. Lee	2611
Ken Chiang	18691
Ken Church	4622
Ken Cosh	35658
Ken Eguro	7979
Ken Friis Larsen	36524
Ken Goldberg	11913
Ken Higuchi	5958
Ken J. McDonell	4924
Ken Konkel	18606
Ken Kurokawa	6596
Ken Meyer	1469
Ken Nakayama	34699
Ken Nishimatsu	21570
Ken Q. Pu	6566
Ken Samuel	9718
Ken Taylor	16662
Ken Ueno	22857
Ken Warkentyne	1018
Ken Wong	10478
Ken'ichi Ishikawa	6410
Ken-Chih Liu	9394
Ken-ichi Kawarabayashi	6364
Ken-ichi Okada	10337
Kendra Daly	22715
Kendra Spence Cheruvelil	32706
Keng Boon Siah	3693
Keng Lik Teo	16724
Keng-Pei Lin	18840
Keng-Tai Ko	13041
Keng-hao Chang	25974
Kenichi Horie	19013
Kenichi Kaku	9797
Kenichi Kurihara	28129
Kenichi Nogami	30121
Kenichi Yoshida	20854
Kenji Abe	21254
Kenji Araki	21683
Kenji Fukumizu	31765
Kenji Hashimoto	6758
Kenji Itoh	16642
Kenji Nishida	16729
Kenji Ono	31084
Kenji Sasaki	9840
Kenji Suzuki	16398
Kenji Takeda	8893
Kenji Tateishi	26227
Kenji Yamanishi	18737
Kenji Yoshihira	21028
Kenko Nakamura	21743
Kenli Li	21505
Kenn Gardels	12765
Kenneth A. Kaufman	25373
Kenneth A. Kinney	33383
Kenneth A. Ross	297
Kenneth B. Haase	29178
Kenneth B. Lyons	5560
Kenneth Baclawski	13253
Kenneth Bloom	32397
Kenneth C. Cox	39
Kenneth C. Sevcik	3084
Kenneth C. Smith	4246
Kenneth C. Wilner	13316
Kenneth Fogt	29900
Kenneth Fuglsang Christensen	6145
Kenneth H. Fasman	24558
Kenneth H. Nelson	14295
Kenneth Houkjaelig;r	17162
Kenneth J. Goldman	11909
Kenneth J. Mitchell	1260
Kenneth Joseph	28056
Kenneth Keller	14154
Kenneth Kwok	25933
Kenneth L. Clarkson	8154
Kenneth M. Curewitz	14538
Kenneth M. Ross	16947
Kenneth McGarry	31628
Kenneth Moore	5141
Kenneth P. Smith	274
Kenneth R. Abbott	16312
Kenneth R. Fleischmann	35614
Kenneth R. Wood	5163
Kenneth S. Boslash;gh	3053
Kenneth S. Kosik	10952
Kenneth Salem	2301
Kenneth Soslash;rensen	9681
Kenneth Tran	29104
Kenneth W. Ng	25537
Kenneth Wai-Ting Leung	4960
Kenneth Ward Church	5209
Kenneth Y. Goldberg	29760
Kenny Daniel	27391
Kenny Davila	29962
Kenny Knecht	14304
Kenny Q. Zhu	6380
Kenny Qili Zhu	7235
Kenro Aihara	5468
Kenshin Ikegami	21913
Kensuke Koshijima	5293
Kensuke Nakamura	19939
Kensuke Ohta	8393
Kensuke Okamoto	19996
Kensuke Onishi	7252
Kensuke Onuma	27967
Kent E. Seamons	25131
Kent Laver	11063
Kent Norsworthy	31695
Kent Pu Qing	4386
Kent Shi	29002
Kent Tamura	30878
Kent Treiber	10224
Kenta Cho 0001	34047
Kenta Fukata	22015
Kentaro Inui	33578
Kentaro Torisawa	15280
Kentaro Wakatsuki	10255
Kentarou Kido	10446
Kento Sato	25132
Kenton Ross	18681
Kenton White	18591
Kenya Sato	9232
Keon Wook Kang	34495
Keping Bi	15592
Keqian Li	27279
Keqiang Wang	10556
Keqin Li	21506
Keren Dong	20696
Keren Lenz	16513
Keren Zhou	20932
Kerim Yasin Oktay	7924
Kerima Benkerimi	1710
Kerry L. Taylor	1411
Kerry Rodden	4672
Kerry Taylor	11081
Kersi Taraporewalla	9645
Kerstin Bischoff	7702
Kerstin Denecke	15717
Kerstin Forsberg	24034
Kerui Min	34790
Kesha Shah	32109
Kesheng Wu	6166
Keshi Dai	29449
Keshri Verma	1771
Ketan Maheshwari	12139
Ketong Wang	21169
Keun Young Kang	35963
Keunjoo Kwon	14135
Kevan Durrell	28487
Kevin A. Roundy	25607
Kevin A. Wilson	20958
Kevin Acunto	20397
Kevin Aydin	15284
Kevin B. Pratt	26474
Kevin Bache	28816
Kevin Bouchard	22118
Kevin Brackney	28625
Kevin Brown	13170
Kevin C. Almeroth	26725
Kevin C. O'Kane	32087
Kevin Chen	13753
Kevin Chen-Chuan Chang	440
Kevin Chiew	9228
Kevin Deweese	24920
Kevin Drummey	20313
Kevin Duh	30044
Kevin English	28492
Kevin Fernandes	11228
Kevin Goacute;mez	11494
Kevin Gomes	8267
Kevin Haas	13981
Kevin Harris	35837
Kevin Heffernan	29151
Kevin Hsin-Yih Lin	31581
Kevin J. Cherkauer	28321
Kevin J. Compton	23504
Kevin J. Lang	7256
Kevin J. Prey	30394
Kevin Keenoy	616
Kevin Keliang Zhao	8466
Kevin Krawez	7522
Kevin Kreeger	36298
Kevin L. Fox	35773
Kevin Leyton-Brown	28478
Kevin Luuml;	28893
Kevin M. Carter 0001	30920
Kevin M. Curtin	20761
Kevin Michael Amaral	21753
Kevin Murphy 0002	25559
Kevin O'Gorman	6956
Kevin Ong	30951
Kevin P. Jones	31104
Kevin Patrick	12271
Kevin R. Dixon	22358
Kevin Rose	10923
Kevin S. Beyer	4907
Kevin S. McCurley	15932
Kevin S. Xu	33200
Kevin Shaw	36474
Kevin Small	21341
Kevin Smathers	25092
Kevin Smith	13455
Kevin Strehlo	2098
Kevin Tiene	34504
Kevin Valakuzhy	33170
Kevin W. Bowyer	22961
Kevin W. Hamlen	10720
Kevin Wellenzohn	24639
Kevin Wilfong	11238
Kevin Wilkinson	5037
Kevin Y. Yip	7915
Kevyn Collins-Thompson	15087
Kewei Chen	25869
Kewei Cheng	27109
Kewei Tu	33226
Kewen Liao	15410
Kewen Wang	33923
Kexiang Hu	36116
Kexin Pei	7597
Kexin Rong	13949
Kexin Shi	22106
Kexin Xie	2293
Key-Sun Choi	32047
Keya Li	29484
Keyang Xu	31864
Keyang Zhang	25683
Keyvan Farahani	4438
Keyvan Sasani	5817
Kezhi Mao	20889
Kezun Zhang	36201
Kfir Ankori	34156
Kfir Zigdon	25902
Khachik Sargsyan	21443
Khader Shameer	18935
Khai Q. Tran	12365
Khairun Nisa Fachry	4452
Khaled A. S. Abdel-Ghaffar	10871
Khaled Alsabti	16466
Khaled B. Shaban	20190
Khaled Bashir Shaban	19442
Khaled El Emam	23872
Khaled Elmeleegy	12192
Khaled F. Shaalan	19319
Khaled H. Alyoubi	35134
Khaled Jouini	35107
Khaled K. Al-Taha	1573
Khaled M. Bugrara	12235
Khaled M. Elbassioni	6215
Khaled M. Hammouda	20163
Khaled Yagoub	5373
Khaleel Razak	33073
Khalid Al-Kofahi	30344
Khalid Belhajjame	11212
Khalid Benabdeslem	19162
Khalid Choukri	4428
Khalid El-Arini	4174
Khalil Amiri	8481
Khalil El-Khatib	6290
Khalil M. Ahmed	3364
Khanh Vu	6374
Khashayar Rohanimanesh	28897
Khashayar Yaghmaie	6616
Khe Chai Sim	30752
Khedija Arour	21333
Kheng Guan Goh	12025
Kheng Hock Lee	20287
Kheng Hong Soh	2467
Khoa Doan	1375
Khoa Trinh	26492
Khoi-Nguyen Tran	35034
Khurshid Ahmad	30024
Khurum Nazir Junejo	21757
Khushbu Agarwal	5522
Khuzaima Daudjee	5614
Ki Chan	34590
Ki Hong Kim	14006
Ki Yong Lee	16730
Ki Young Lee	36490
Ki Yuen Kim	35798
Ki-Chang Kim	10290
Ki-Hong Park	4095
Ki-Hoon Lee	116
Ki-Hyung Hong	33787
Ki-Jin Chang	35201
Ki-Joune Li	19351
Ki-Nam Kim	34931
Ki-Young Shin	34089
Kia Makki	1195
Kia Teymourian	24501
Kia-Fock Loe	29776
Kiam Choo	34201
Kian Ming Adam Chai	30602
Kian Win Ong	14268
Kian-Lee Tan	345
Kian-Wei Kor	29756
KianSing Ng	13012
Kien A. Hua	3122
Kien Pham	31165
Kien Tjin-Kam-Jet	29596
Kieran McDonald	4642
Kiho Lee	19558
Kihong Kim	8172
Kihoon Cha	33440
Kihyuk Sohn	33302
Kiichi Ito	19012
Kijung Shin	12926
Kikuko Kamisaka	10467
Kilho Shin	18921
Kilian Q. Weinberger	25271
Kilian Stoffel	26580
Kilian Thiel	3839
Killian Levacher	22891
Kim Birchard	32456
Kim Carl	29890
Kim J. Vicente	4561
Kim Marriott	23803
Kim Nguyen 0001	8818
Kim Shearer	26801
Kim Swarm	25273
Kim-Ngan Nguyen	32826
Kimberly Carlson	25946
Kimberly Harris	22894
Kimberly Keeton	912
Kimberly M. James	14243
Kimberly Yu	33511
Kimiaki Shirahama	18976
Kimihiro Yamamoto	7276
Kimiko Matsuoka	19291
Kimin Oh	33441
Kimmo E. E. Raatikainen	34409
Kimmo Hauml;touml;nen	9140
Kimmo Raivio	21819
Kimutai Kimeli	10123
Kin Fai Kan	17600
Kin Fun Li	35918
Kin Hou Lei	7092
Kin Keung Lai	18282
Kin Ung	28009
Kin-pong Chan	9183
Kincade N. Webb	567
Kincho H. Law	26164
Kinda El Maarry	24229
King Lum Cheung	1706
King-Ip Lin	3093
King-Lup Liu	6937
King-Sun Fu	14386
King-sun Fu	9639
Kingshy Goh	28821
Kingsley C. Nwosu	712
Kinji Ono	1653
Kinshuman	30643
Kira Griffitt	32293
Kira Radinsky	4464
Kirack Sohn	23505
Kiran Garimella	15569
Kiran J. Achyutuni	12712
Kiran Kate	26439
Kiran Lakkaraju	22253
Kiran Prabhakara	10058
Kiran-Kumar Muniswamy-Reddy	35045
Kirankanth Mallampalli	9052
Kirby Zhang	11315
Kiri L. Wagstaff	20647
Kiri Wagstaff	18743
Kiril Koroveshovski	22244
Kiril Panev	10242
Kiril Tsemekhman	25753
Kirill Dyagilev	25879
Kirill Nikolaev	26184
Kirk D. Borne	18959
Kirk Ogaard	20577
Kirk Pruhs	8558
Kirk Scott	36255
Kirk Wylie	13357
Kirsten Hildrum	2804
Kirsten Vallmuur	36281
Kiseok Choi	20402
Kishan Nagendra	9572
Kishan Wimalawarne	28850
Kishiko Maruyama	8975
Kishor Bachhav	14201
Kishore Gopalakrishna	7519
Kishore Jonna	28299
Kishore Narendran	9667
Kisuh Ahn	30979
Kisung Lee	9218
Kit Hung Cheng	7455
Kit Pang Szeto	33690
Kittipat Virochsiri	28722
Kittitat Thamvitayakul	17823
Kitty K. Lo	18740
Kivanc M. Ozonat	26983
Kivanc Sabirli	17122
Kiyana Zolfaghar	19007
Kiyoharu Aizawa	9482
Kiyohiro Shikano	5545
Kiyoko Aoki	25391
Kiyoko F. Aoki	956
Kiyoko F. Aoki-Kinoshita	28462
Kiyoshi Izumi	19525
Kiyoshi Kogure	19639
Kiyoshi Oguri	37052
Kiyoshi Ono	14645
Kiyoto Miyajima	29740
Kiyoung Yang	21910
Kjell Bratbergsengen	11195
Kjell P. Konis	27509
Kjetil Noslash;rvaring;g	2156
Klara Nahrstedt	32570
Klara Stokes	24397
Klarinda G. Widjanarko	8987
Klaudia Hergula	16108
Klaus A. Kuhn	25076
Klaus Ackermann	25238
Klaus Arthur Schmid	13392
Klaus Berberich	11659
Klaus Broelemann	9995
Klaus Drosten	5897
Klaus E. Schauser	10394
Klaus Elhardt	8879
Klaus H. Hinrichs	9108
Klaus Hahn	21617
Klaus Haller	35802
Klaus Huuml;lsmann	24154
Klaus Julisch	28025
Klaus Kratzer	10415
Klaus Kreplin	7470
Klaus Kuhn 0001	33661
Klaus Kuuml;spert	12472
Klaus Meyer-Wegener	16068
Klaus Mueller	15696
Klaus Peithner	13600
Klaus Peter Fischer	10702
Klaus R. Dittrich	169
Klaus Seidel	26842
Klaus Seyerlehner	29216
Klaus U. Schulz	4874
Klaus-Dieter Kreplin	24129
Klavdiya Hammond	22833
Kleanthis Malialis	14734
Kleanthis-Nikolaos Kontonasios	3494
Klemens Bouml;hm	322
Klemens Schnattinger	27966
Kleoni Ioannidou	13191
Klitos Christodoulou	11112
Kn. I. Kilov	881
Knud Mouml;ller	4697
Knut Magne Risvik	14986
Knut Reinert	24342
Knut Stolze	5783
Ko Fujimura	15029
Ko-Jen Hsiao	14860
Kobbi Nissim	23511
Koby Crammer	20593
Koduvayur P. Subbalakshmi	33358
Koen Hendrikx	1022
Koen Smets	33173
Koen Vanhoof	20781
Kofi Fynn	14512
Koh Takeuchi	11635
Kohei Hayashi	15311
Kohei Miyaguchi	21330
Kohei Watanabe	36641
Kohichi Sayama	34145
Koichi Furukawa	15659
Koichi Goto	14426
Koichi Takeda	34763
Koichi Yamaguchi	13893
Koichiro Doi	20997
Koji Eguchi	4477
Koji Hino	25969
Koji Iwanuma	13329
Koji Kamei	31752
Koji Maruhashi	21907
Koji Tsuda	17219
Koji Tsukamoto	28180
Koji Zettsu	24721
Kok Leong Low	31343
Koki Kato	8232
Kokichi Tanaka	16003
Kokil Jaidka	4103
Kollukuduru Sravanthi	19831
Komal Kapoor	15603
Komanduru Sai C	30773
Kondreddi Sarath Kumar	5195
Kongyi Zhou	6725
Koninika Pal	24679
Kono Kim	30583
Konrad Juuml;nemann	35896
Konrad Schwarz	12598
Konrad Stocker	2858
Konrad Voigt	36073
Konrad Zirm	1597
Konstantin Antipin	12634
Konstantin Avrachenkov	19083
Konstantin Bauman	26809
Konstantin Beznosov	8042
Konstantin Golenberg	11299
Konstantin Kutzkov	15393
Konstantin Luttenberger	17118
